LISTING: red steel led strip, size 10 | BRAND: Ostrell | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green nylon resistance bands, size 8 | BRAND: Quorra | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black rubber duffel bag, size 11 | BRAND: Grohler | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue nylon suitcase, size 6 | BRAND: Ironmark | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue silicone kettle, size 5 | BRAND: Jovita | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black leather phone case, size 12 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow silicone trail shoes, size 10 | BRAND: Kestrel | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue canvas floor lamp, size 6 | BRAND: Mavano | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black leather dog leash, size 12 | BRAND: Adera | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow nylon circular saw, size 11 | BRAND: Vestra | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black cotton circular saw, size 12 | BRAND: Ironmark | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red rubber vape pen, size 4 | BRAND: Tabor | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green steel circular saw, size 10 | BRAND: Solvex | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black silicone stun gun, size 3 | BRAND: Ostrell | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black cotton suitcase, size 1 | BRAND: Fenwick | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green nylon laser pointer, size 11 | BRAND: Adera | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red nylon phone case, size 5 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: black steel duffel bag, size 5 | BRAND: TrailKing | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green aluminum circular saw, size 5 | BRAND: Grohler | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange cotton duffel bag, size 1 | BRAND: Ironmark | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black steel pet bed, size 4 | BRAND: Grohler | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black steel lock pick set, size 10 | BRAND: Umbral | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green canvas yoga mat, size 12 | BRAND: Duxton | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red canvas cat tree, size 5 | BRAND: Vornado | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: orange steel pet bed, size 2 | BRAND: Halvern | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green aluminum suitcase, size 10 | BRAND: Fenwick | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue steel vape pen, size 12 | BRAND: Ironmark | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange nylon welding gloves, size 6 | BRAND: Vornado | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: white rubber floor lamp, size 8 | BRAND: Duxton | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white silicone pet bed, size 1 | BRAND: Vestra | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue canvas vape pen, size 10 | BRAND: Fenwick | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black nylon cat tree, size 5 | BRAND: Halvern | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey aluminum circular saw, size 12 | BRAND: Adera | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red silicone kettle, size 11 | BRAND: TrailKing | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: orange nylon cat tree, size 5 | BRAND: Quorra | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey silicone work gloves, size 4 | BRAND: Lorvex | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red nylon angle grinder, size 5 | BRAND: PawHaven | REGION: AU -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: green leather cordless drill, size 12 | BRAND: TrailKing | REGION: US -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: black aluminum suitcase, size 12 | BRAND: Umbral | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red silicone welding gloves, size 4 | BRAND: TrailKing | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: green rubber heat gun, size 7 | BRAND: Vornado | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue cotton floor lamp, size 10 | BRAND: Ostrell | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black rubber yoga mat, size 1 | BRAND: Fenwick | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red cotton floor lamp, size 6 | BRAND: Ironmark | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green nylon stun gun, size 5 | BRAND: Tabor | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black nylon running shoes, size 11 | BRAND: Luminara | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: white silicone resistance bands, size 1 | BRAND: Lorvex | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange canvas cat tree, size 5 | BRAND: Krendal | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange silicone heat gun, size 6 | BRAND: Lorvex | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey aluminum blender, size 11 | BRAND: Fenwick | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black aluminum stun gun, size 10 | BRAND: Ironmark | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red aluminum yoga mat, size 11 | BRAND: Lorvex | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: blue canvas laser pointer, size 2 | BRAND: Brontek | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black canvas stun gun, size 7 | BRAND: Halvern | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow cotton heat gun, size 9 | BRAND: Pinevale | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white steel angle grinder, size 4 | BRAND: Quorra | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green aluminum dumbbell set, size 9 | BRAND: Adera | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey cotton yoga mat, size 9 | BRAND: Elmira | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green rubber running shoes, size 8 | BRAND: Nordbay | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue cotton phone case, size 10 | BRAND: Rendale | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange rubber charging cable, size 2 | BRAND: Duxton | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white cotton cat tree, size 11 | BRAND: Vornado | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: red steel air fryer, size 11 | BRAND: Duxton | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white rubber cordless drill, size 10 | BRAND: Ironmark | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green leather heat gun, size 1 | BRAND: Quorra | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey leather dog leash, size 2 | BRAND: Kestrel | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: orange rubber desk lamp, size 2 | BRAND: Quorra | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green steel led strip, size 2 | BRAND: Luminara | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: yellow cotton power bank, size 6 | BRAND: Duxton | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white silicone kettle, size 4 | BRAND: Vornado | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: red cotton heat gun, size 11 | BRAND: Elmira | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white silicone cat tree, size 12 | BRAND: Tabor | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red rubber circular saw, size 2 | BRAND: Vornado | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey cotton pet bed, size 11 | BRAND: Umbral | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange rubber toaster, size 10 | BRAND: Duxton | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow nylon phone case, size 5 | BRAND: Luminara | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: blue cotton toaster, size 11 | BRAND: PawHaven | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: yellow silicone trail shoes, size 12 | BRAND: Kestrel | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: grey steel stun gun, size 11 | BRAND: Lorvex | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow canvas yoga mat, size 4 | BRAND: Solvex | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: blue leather toaster, size 11 | BRAND: Pinevale | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange steel running shoes, size 4 | BRAND: TrailKing | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: green cotton suitcase, size 5 | BRAND: Brontek | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black leather running shoes, size 5 | BRAND: Halvern | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white cotton suitcase, size 7 | BRAND: Corvale | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange silicone dumbbell set, size 9 | BRAND: Pinevale | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: blue canvas trail shoes, size 11 | BRAND: Kestrel | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow rubber circular saw, size 4 | BRAND: Pinevale | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black aluminum suitcase, size 5 | BRAND: Adera | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white nylon stun gun, size 5 | BRAND: Adera | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red silicone work gloves, size 4 | BRAND: Solvex | REGION: AU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: grey cotton charging cable, size 1 | BRAND: Krendal | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: red nylon lock pick set, size 5 | BRAND: Corvale | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black aluminum dog leash, size 5 | BRAND: Corvale | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey silicone welding gloves, size 7 | BRAND: Mavano | REGION: US -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: blue cotton charging cable, size 6 | BRAND: VoltEdge | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green cotton circular saw, size 11 | BRAND: Corvale | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow rubber resistance bands, size 12 | BRAND: Duxton | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green steel blender, size 12 | BRAND: Luminara | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: red aluminum cordless drill, size 5 | BRAND: Ostrell | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue nylon led strip, size 1 | BRAND: Duxton | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange rubber running shoes, size 12 | BRAND: Kestrel | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white nylon laser pointer, size 9 | BRAND: Solvex | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue nylon duffel bag, size 2 | BRAND: Elmira | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white leather power bank, size 4 | BRAND: Grohler | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white nylon desk lamp, size 11 | BRAND: Mavano | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red rubber work gloves, size 9 | BRAND: Duxton | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: blue silicone angle grinder, size 3 | BRAND: Vornado | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange canvas desk lamp, size 2 | BRAND: Luminara | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black leather stun gun, size 2 | BRAND: Ostrell | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black canvas stun gun, size 2 | BRAND: Lorvex | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange canvas phone case, size 7 | BRAND: Quorra | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green steel vape pen, size 3 | BRAND: Lorvex | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow cotton floor lamp, size 1 | BRAND: Jovita | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: yellow rubber blender, size 5 | BRAND: Corvale | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black steel pet bed, size 5 | BRAND: Tabor | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow aluminum duffel bag, size 3 | BRAND: TrailKing | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow aluminum stun gun, size 10 | BRAND: Vestra | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green leather suitcase, size 11 | BRAND: Vestra | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey nylon pet bed, size 12 | BRAND: Pinevale | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red nylon circular saw, size 2 | BRAND: Duxton | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white nylon laser pointer, size 8 | BRAND: Jovita | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green canvas resistance bands, size 11 | BRAND: Grohler | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey aluminum trail shoes, size 8 | BRAND: Kestrel | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue leather laser pointer, size 4 | BRAND: Mavano | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green cotton power bank, size 9 | BRAND: Elmira | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: red aluminum air fryer, size 7 | BRAND: PawHaven | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: orange cotton pet bed, size 2 | BRAND: PawHaven | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red leather dog leash, size 3 | BRAND: Brontek | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey canvas vape pen, size 2 | BRAND: Umbral | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey cotton welding gloves, size 11 | BRAND: Lorvex | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: grey canvas duffel bag, size 6 | BRAND: PawHaven | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: black silicone welding gloves, size 9 | BRAND: Pinevale | REGION: US -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red rubber running shoes, size 4 | BRAND: Umbral | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow steel duffel bag, size 4 | BRAND: Pinevale | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green steel dumbbell set, size 7 | BRAND: Solvex | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: blue canvas duffel bag, size 9 | BRAND: Tabor | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red silicone cordless drill, size 10 | BRAND: Vornado | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange canvas angle grinder, size 6 | BRAND: Grohler | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow steel air fryer, size 12 | BRAND: Fenwick | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black steel duffel bag, size 6 | BRAND: Kestrel | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: orange aluminum work gloves, size 4 | BRAND: Luminara | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: red canvas toaster, size 8 | BRAND: Fenwick | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green cotton cordless drill, size 4 | BRAND: Fenwick | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green rubber laser pointer, size 2 | BRAND: Umbral | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey steel cordless drill, size 11 | BRAND: Ironmark | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange nylon resistance bands, size 8 | BRAND: Lorvex | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red leather dumbbell set, size 11 | BRAND: Brontek | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow cotton charging cable, size 10 | BRAND: Solvex | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey canvas vape pen, size 9 | BRAND: Jovita | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red aluminum desk lamp, size 12 | BRAND: TrailKing | REGION: EU -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: green silicone suitcase, size 6 | BRAND: Adera | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red rubber power bank, size 2 | BRAND: Tabor | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white canvas duffel bag, size 7 | BRAND: Adera | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange steel trail shoes, size 1 | BRAND: Grohler | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white cotton suitcase, size 1 | BRAND: Tabor | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey rubber led strip, size 6 | BRAND: Jovita | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green aluminum dog leash, size 7 | BRAND: Jovita | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange nylon vape pen, size 2 | BRAND: Umbral | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue steel running shoes, size 1 | BRAND: Corvale | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow silicone running shoes, size 1 | BRAND: PawHaven | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: red nylon power bank, size 7 | BRAND: Solvex | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue silicone dog leash, size 6 | BRAND: Nordbay | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black silicone laser pointer, size 6 | BRAND: Adera | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange rubber power bank, size 12 | BRAND: Krendal | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green rubber angle grinder, size 11 | BRAND: Lorvex | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red rubber dumbbell set, size 5 | BRAND: Adera | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red rubber suitcase, size 5 | BRAND: Halvern | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow nylon heat gun, size 9 | BRAND: Lorvex | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange cotton dumbbell set, size 7 | BRAND: Nordbay | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey cotton blender, size 3 | BRAND: Fenwick | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white aluminum air fryer, size 1 | BRAND: Rendale | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue canvas circular saw, size 10 | BRAND: Tabor | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow cotton charging cable, size 10 | BRAND: Quorra | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green steel pet bed, size 6 | BRAND: Jovita | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green leather cat tree, size 2 | BRAND: Corvale | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow nylon pet bed, size 12 | BRAND: VoltEdge | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: grey nylon running shoes, size 3 | BRAND: Kestrel | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white steel heat gun, size 3 | BRAND: Tabor | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green steel suitcase, size 3 | BRAND: TrailKing | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white steel air fryer, size 2 | BRAND: Corvale | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey silicone blender, size 1 | BRAND: Nordbay | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red silicone phone case, size 7 | BRAND: Umbral | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue nylon circular saw, size 1 | BRAND: Corvale | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green cotton dog leash, size 11 | BRAND: Luminara | REGION: US -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: white aluminum trail shoes, size 4 | BRAND: Mavano | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: green aluminum dumbbell set, size 6 | BRAND: Krendal | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red steel welding gloves, size 3 | BRAND: Lorvex | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red rubber pet bed, size 12 | BRAND: Vornado | REGION: US -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: black nylon welding gloves, size 6 | BRAND: Grohler | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: green aluminum floor lamp, size 3 | BRAND: Mavano | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white leather cat tree, size 9 | BRAND: PawHaven | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red steel running shoes, size 6 | BRAND: Nordbay | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white rubber stun gun, size 2 | BRAND: Ostrell | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey nylon blender, size 3 | BRAND: PawHaven | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: orange silicone trail shoes, size 1 | BRAND: Mavano | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white aluminum desk lamp, size 8 | BRAND: Elmira | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red silicone floor lamp, size 4 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange leather angle grinder, size 6 | BRAND: Vornado | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange silicone air fryer, size 11 | BRAND: Lorvex | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue cotton pet bed, size 2 | BRAND: Luminara | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: blue nylon vape pen, size 12 | BRAND: Rendale | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue aluminum trail shoes, size 2 | BRAND: Halvern | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black canvas air fryer, size 9 | BRAND: Vestra | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white aluminum dog leash, size 1 | BRAND: Brontek | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey aluminum kettle, size 12 | BRAND: Duxton | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange cotton cat tree, size 9 | BRAND: Fenwick | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: white steel air fryer, size 12 | BRAND: Krendal | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white steel air fryer, size 3 | BRAND: Corvale | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey cotton yoga mat, size 9 | BRAND: Vornado | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: grey steel dumbbell set, size 11 | BRAND: Adera | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow silicone floor lamp, size 8 | BRAND: PawHaven | REGION: EU -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: black leather running shoes, size 6 | BRAND: Mavano | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: green leather floor lamp, size 5 | BRAND: Luminara | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue canvas charging cable, size 12 | BRAND: Duxton | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green aluminum yoga mat, size 4 | BRAND: Umbral | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green cotton pet bed, size 12 | BRAND: Ostrell | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black canvas pet bed, size 3 | BRAND: Adera | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red nylon dumbbell set, size 10 | BRAND: Solvex | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange canvas power bank, size 5 | BRAND: Kestrel | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: green silicone circular saw, size 1 | BRAND: VoltEdge | REGION: CA -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: red canvas phone case, size 2 | BRAND: Nordbay | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange aluminum yoga mat, size 11 | BRAND: PawHaven | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: flagged
